senPfd0,senPfd1,senPfd2,senPfd3,senPfd4,senPfd5,senPfd6,senPfd7,senPfd8,senPfd9,senPfd10,senPfd11,senPfd12,senPfd13,senPfd14,senPfd15,senPfd16,senPfd17,senPfd18,senPfd19,senPfd20,senPfd21,senPfd22,senPfd23,senPfd24,senPfd25,senPfd26,senPfd27,senPfd28,senPfd29,senPfd30,senPfd31,senPfd32,senPfd33,senPfd34,senPfd35,senPfd36,senPfd37,senPfd38,senPfd39
0.5598447995028709,0.5604176836783913,0.5600822165873192,0.5591432768617529,0.557952682527079,0.5587526994449785,0.5579304448741774,0.5529179435568613,0.5590970694940164,0.5606959838612293,0.5599395482422106,0.5553316158943865,0.5599395482422106,0.5556291883044924,0.5596326683477366,0.5621642925124493,0.5597267695535622,0.5575658246964109,0.5611613146715236,0.5608666125067131,0.5596561668563089,0.5587526994449785,0.5599039835112023,0.5591779777704239,0.5591086148618677,0.5560653595516996,0.5597032174334912,0.5607203021097762,0.5583106859789768,0.5560967540089038,0.5619484441745001,0.5628730200177445,0.543606724148448,0.5404201507719627,0.5419633851604124,0.5500671556723615,1.0,0.5453843212516587,0.6508673599980044,0.6391297935711014
0.5586842838607101,0.5611120033842694,0.5612354283928123,0.5529651385856663,0.5580529511857644,0.5600822165873192,0.5587412863127803,0.5531546578498995,0.5589473709025302,0.5609155360479041,0.5607324683735967,0.557248931580044,0.5632400882265771,0.5598211575133155,0.5619737607653043,0.5632928793670103,0.5599632807534625,0.558935885611751,0.5631347719665877,0.5612477978525092,0.5582544730152386,0.5598684595443665,0.5622919625978368,0.5606716846279622,0.5605021200651105,0.5573360244752232,0.5590163724554492,0.5616838529527559,0.5592823147791786,0.5557635298193027,0.5620752329743807,0.5621515541593923,0.5461716574644108,0.5413375026307574,0.542370594309628,0.5491629027386107,1.0,0.5459093600933231,0.6605264602591198,0.638904223906775
0.5594920506040751,0.560829970300486,0.5603454919549824,0.5539248117974893,0.5574780790568062,0.5600941353001893,0.5590739916881546,0.5524407137248339,0.5588327097193041,0.5605746772853911,0.5615711403604263,0.5561806303840671,0.5648915392670625,0.5619610999027638,0.5616337081484211,0.5634385150332286,0.5610258962130242,0.5596209257772247,0.5629382531788154,0.5625488783926215,0.5588441567011138,0.5607811811083536,0.5621260930312078,0.5600941353001893,0.560611019551988,0.5569137606341202,0.5590163724554492,0.5606595421332559,0.56038156683102,0.5564230631587597,0.5627689288976304,0.5617466475789392,0.5451216325132254,0.5404572842301005,0.5421859890119143,0.5504905444094713,1.0,0.5452745829876142,0.6575823341410391,0.6408635696839028
0.5599158338878089,0.5607568151979995,0.5602614799478878,0.5581759467161379,0.5579082232721773,0.5589473709025302,0.5584234203423036,0.5515443257227084,0.5596561668563089,0.560611019551988,0.560829970300486,0.5579860691499927,0.5619737607653043,0.5580306410310043,0.5614962244367724,0.5632137259619534,0.5605746772853911,0.5590624592440468,0.5635848301102555,0.5618978725253925,0.5587298773984456,0.5601537976660808,0.5620498339818017,0.5594453196246154,0.5599989136221291,0.5552093260780263,0.5598566272654935,0.5602614799478878,0.5586501328505408,0.5590163724554492,0.561910507755948,0.5631873858539069,0.5447391096406953,0.5414975296240482,0.543967710410296,0.5494304806701062,1.0,0.5456271922821252,0.6465656622468524,0.6356662922393856
0.5595388522490566,0.5601776947823265,0.5596209257772247,0.557753119645282,0.5564972296088545,0.5583331998986631,0.5578860176991299,0.5503256631405068,0.5587983942115891,0.5599395482422106,0.5597149912548848,0.5560967540089038,0.5628599896810927,0.5582432427144561,0.5613841872068805,0.5623816431031985,0.560034587492278,0.5585819439978201,0.5619357935765686,0.5605746772853911,0.5575878002890803,0.5585479059974761,0.5603334763072959,0.5586160195892501,0.558559247825656,0.5531071667224745,0.5561386634579747,0.5602255443110039,0.5584460167588358,0.5549662076766714,0.561910507755948,0.5627299838133609,0.5432228785754148,0.5414334131381053,0.5441780099706689,0.5492963923067543,1.0,0.5445318902159741,0.6435506223695894,0.6356662922393856
0.5580417940882211,0.5604538425897451,0.5604056400600731,0.558378277121815,0.5563279694225608,0.5587184726990203,0.5567957034925789,0.5521910805331378,0.5566141408310162,0.5597385523327519,0.5590970694940164,0.5564548267953857,0.5623047583507759,0.5586956759330989,0.5598802963427596,0.5629121436016663,0.5594336478975512,0.5573796636804264,0.5619357935765686,0.5604297319704827,0.5587755383747958,0.5576648387637816,0.5605625726387184,0.5593637098424613,0.5579304448741774,0.55341240426601,0.558559247825656,0.5611120033842694,0.5583331998986631,0.5557014526379465,0.5611613146715236,0.561583643874667,0.5439607263074369,0.5419112539275153,0.5423573694112745,0.5491213092479299,1.0,0.5449477987187062,0.6536826662655879,0.6421846043677474
0.5601776947823265,0.5607081406068304,0.5606838318694474,0.5591779777704239,0.556476020865827,0.5595037443825197,0.5591201645437358,0.5508142513050439,0.5585705938248012,0.5621897848165747,0.5607446394018253,0.5546650118588098,0.5621388210003158,0.5567528860389079,0.5608421795716528,0.5628599896810927,0.5598329762532325,0.5589244045895198,0.5619610999027638,0.5610873770106433,0.5592243063167041,0.5595739999790204,0.5618978725253925,0.5596444153730299,0.5599632807534625,0.5558776664971279,0.5598566272654935,0.5611859996438072,0.5596561668563089,0.5579972060736017,0.5631347719665877,0.5636115063160713,0.5426430334838658,0.540887771672915,0.5418917287361761,0.5497259115518764,1.0,0.5447319397913232,0.6584804486166809,0.6432987792987102
0.5584347164809865,0.5620498339818017,0.5614712924327143,0.5597149912548848,0.5595739999790204,0.5603454919549824,0.5589933548113579,0.5528519939114674,0.5588212669790985,0.5615961524067669,0.5609277789689219,0.5562752668941566,0.5652831072830874,0.5622025387756899,0.5607568151979995,0.5646975642335795,0.5606352713701257,0.5593986591087069,0.5649471807293093,0.5611736547105499,0.5573905831721763,0.5597267695535622,0.5633457595589468,0.5612477978525092,0.5605989007385364,0.557086295083807,0.5588899871040668,0.5616964017655287,0.5599870314479322,0.5548755358485599,0.5622791720833121,0.5599158338878089,0.5471589945636264,0.5406935736230304,0.5428507243857338,0.5506213566754888,1.0,0.5454650563098111,0.661685682444602,0.6418199795839259
0.558638757573031,0.5613469308312348,0.5611243238830914,0.5596326683477366,0.5573905831721763,0.5600108003520439,0.5576317986425356,0.5512216216944614,0.5565503157855428,0.5610627701113554,0.560189650247423,0.5545354131496436,0.5642177913124706,0.5599395482422106,0.5606595421332559,0.5635848301102555,0.560611019551988,0.5586615123223683,0.5644499104838736,0.5624458585349927,0.555680788237959,0.5598329762532325,0.5646837544710294,0.5601537976660808,0.5603214653094146,0.554140075670397,0.5564866234020639,0.560369537213426,0.5590048614900783,0.5519617647096897,0.5623559938280887,0.5612973248920973,0.5435378103784773,0.5414334131381053,0.5421597119394768,0.5504036518701144,1.0,0.5447821654620788,0.6618820058532433,0.6426759831081421
0.5586501328505408,0.5604297319704827,0.560117986476206,0.5577089475377351,0.5563279694225608,0.5584686297435397,0.557775229503069,0.5503256631405068,0.5578638281331311,0.5613221179843377,0.5593637098424613,0.5585252348423917,0.5634650670641443,0.5589703543017723,0.5586273864869098,0.5628599896810927,0.5592474966458738,0.5562226549368218,0.5623688158342,0.5595505637255395,0.5589473709025302,0.5589933548113579,0.5606716846279622,0.5591548395040242,0.5589588604648665,0.5534603765467616,0.5596444153730299,0.5607203021097762,0.5580194920113417,0.5567101282894289,0.5601657439229997,0.5576648387637816,0.5427366466249802,0.5410642999259951,0.5424699725199162,0.545849731892957,1.0,0.5452453883042677,0.6563564431414082,0.638235101002086
0.5605142011701129,0.5610996877613387,0.5608543936392043,0.5528519939114674,0.5573469284674719,0.5602854601805266,0.560034587492278,0.5524685785122203,0.5605989007385364,0.5605142011701129,0.5613097189707486,0.5573578363306841,0.5629121436016663,0.5579304448741774,0.5607324683735967,0.5619231481050296,0.5610504739554714,0.5604779719454159,0.5631742240975782,0.5623688158342,0.5583219408835367,0.5582769459002715,0.5611859996438072,0.5592127176707534,0.5561386634579747,0.5547150047851406,0.5578638281331311,0.5593404322468726,0.5599751538261449,0.5554134155571969,0.562717012882939,0.5621515541593923,0.5463680243021751,0.5398021121324096,0.5429382617049063,0.5452308017984936,1.0,0.5449550213460556,0.6570525513303099,0.6434245039312106
0.5610013378721199,0.5621515541593923,0.5622536067532607,0.5612601722285794,0.5604176836783913,0.5603575122558868,0.5601299189460368,0.5530597499494447,0.5604056400600731,0.5616964017655287,0.5615461483702736,0.5564124825953646,0.5638391741085625,0.5579749362528746,0.561508697923791,0.5652549763645107,0.5602494967773706,0.5591779777704239,0.564573493845199,0.5617592216921864,0.5588098284775185,0.5609277789689219,0.5634252474423913,0.5602135750083908,0.5610750711285315,0.5580083470264633,0.5603094589579289,0.5632005531405637,0.560878836177755,0.5568815181461313,0.5642995202863169,0.5647944024692992,0.5447893475607263,0.5403521960805133,0.5428910936598289,0.5498278771871632,1.0,0.5447606296768561,0.6541710839744397,0.6311679764286148
0.5574671284404232,0.5606231430946848,0.560189650247423,0.5560444477975818,0.5577862903924272,0.557775229503069,0.5582207943822257,0.5515803961238688,0.5569245156643792,0.5609522792789794,0.5586273864869098,0.5549057298244555,0.5632005531405637,0.5580417940882211,0.560034587492278,0.5628730200177445,0.5588899871040668,0.5574999919994326,0.5625359823317182,0.5596326683477366,0.5590970694940164,0.5597149912548848,0.5615461483702736,0.5587526994449785,0.5586046568771285,0.5552907981370413,0.557753119645282,0.5602614799478878,0.5577199846203664,0.5543272203468034,0.5609522792789794,0.5623047583507759,0.5449839295833423,0.540887771672915,0.5439956634546622,0.5499900361305131,1.0,0.5463604475813633,0.6548313710824415,0.6402772278390143
0.5561072259908627,0.5601060585953714,0.5607933712296279,0.5589129278328302,0.5584686297435397,0.5585932983476243,0.5576758600291597,0.5520349563581924,0.5573033356982369,0.5596914480861565,0.5588098284775185,0.5568815181461313,0.5627819213708347,0.5574999919994326,0.5616462367901783,0.5635581765634633,0.5575328907276219,0.5568278558588845,0.5650727342570576,0.5594803612422216,0.5546350554561132,0.5568600419647951,0.5627819213708347,0.5598802963427596,0.558707072211554,0.5561386634579747,0.5589129278328302,0.5615211764058519,0.5570430704563288,0.5548051993871359,0.5616337081484211,0.5642450107113188,0.5464819084986492,0.5413438868332194,0.5439118840755793,0.5471979335277387,1.0,0.5465733323607961,0.6560126877479835,0.6448339886146818
0.5597149912548848,0.5608177658221353,0.5603094589579289,0.5592474966458738,0.5579972060736017,0.5588785231259964,0.5577420706714428,0.5516888671423712,0.5600464879092315,0.5614339317948819,0.5592707043786758,0.5608666125067131,0.5656653486498888,0.5626134385901642,0.5607568151979995,0.5630822462835268,0.5595154425807193,0.5582432427144561,0.5622919625978368,0.5602494967773706,0.5596679228007818,0.5602614799478878,0.5617718008771325,0.5600464879092315,0.5590048614900783,0.5549863936592238,0.5597857283193174,0.5607203021097762,0.5569999066133504,0.5581535473372601,0.5609767989037525,0.5597032174334912,0.5449405778624958,0.5401860707891111,0.5429787521044399,0.5464743025716333,1.0,0.5456419761834065,0.6538448343301205,0.6434245039312106
0.557543864798063,0.5593171721543233,0.5588212669790985,0.556086285609939,0.5568171346579165,0.5576538214460043,0.5565078394886086,0.550743964406478,0.5558984644823032,0.5600464879092315,0.5572924471638334,0.5529934909630022,0.5604779719454159,0.5558257333509021,0.5592011333664442,0.5619484441745001,0.5582881884901839,0.5564019056857182,0.561583643874667,0.5588327097193041,0.5581983623902974,0.5585479059974761,0.5597267695535622,0.5595622796344669,0.5579415616928921,0.5543568750825072,0.5568707781760622,0.5601776947823265,0.5564230631587597,0.5530124073103438,0.5599870314479322,0.5609890659681794,0.5425098187271791,0.5398869970994024,0.5418592158011811,0.5498619430352698,1.0,0.5434347426719766,0.6415787262773885,0.63935665021035
