senHurst0,senHurst1,senHurst2,senHurst3,senHurst4,senHurst5,senHurst6,senHurst7,senHurst8,senHurst9,senHurst10,senHurst11,senHurst12,senHurst13,senHurst14,senHurst15,senHurst16,senHurst17,senHurst18,senHurst19,senHurst20,senHurst21,senHurst22,senHurst23,senHurst24,senHurst25,senHurst26,senHurst27,senHurst28,senHurst29,senHurst30,senHurst31,senHurst32,senHurst33,senHurst34,senHurst35,senHurst36,senHurst37,senHurst38,senHurst39,Valance,Arousal,Dominance,Liking
0.2073567283216156,0.20612590209170809,0.21045560289015766,0.2212773437338164,0.2844417164377332,0.21417120837854287,0.1963185480241543,0.2287244397286463,0.16614845959656407,0.1408220891888232,0.235497148102712,0.13771111660196325,0.1362263316421778,0.1310480255811043,0.14214834241276447,0.13610696124566787,0.2530138544604511,0.24525260252426725,0.221771155743738,0.2306394881680785,0.2463838533094203,0.18511411909215136,0.22824049382003625,0.17738103186852572,0.20188351445731054,0.22391821088908986,0.10222657894785772,0.2391512929386501,0.2693208126840411,0.12447741151280098,0.18338053681891492,0.13108918825100135,1.1107075067122536,0.8900805020042006,0.9391886709009124,1.03301056109338,0.9969011715354992,0.8090735211626553,0.9700036511605696,,7.71,7.6,6.9,7.83
0.1611724148742165,0.2316566303801392,0.2752987071842987,0.20431316408145955,0.2587569882135641,0.2946598377078351,0.2834525065211622,0.33374721021531395,0.19477023376088715,0.22126603027891312,0.4060665076666584,0.17388558117837288,0.19471881474576586,0.2043899699121954,0.1656781537710053,0.18025718897660506,0.3055953831816137,0.24132611001624546,0.20961975209216246,0.22142763174292632,0.20386760281523134,0.17809762475093785,0.16950484654492004,0.14305918344309512,0.2994377796441401,0.2779732471144009,0.13081802426585418,0.1796956038526981,0.38878347474448255,0.14315492124899487,0.2546985348005473,0.1525210783331374,0.8497001057564664,1.098002093218423,1.046685276417735,1.0859013854111552,,0.936994864689411,0.937594509640344,,8.1,7.31,7.28,8.47
0.16611286041914278,0.264642403684652,0.2330005943428253,0.2370424069312055,0.2564144845830109,0.22764087620861395,0.2661560268550392,0.2222569503390592,0.16367320117648107,0.12092703562713775,0.28604139818416435,0.17569910724399784,0.16049520162465408,0.17752423915117485,0.13660659953397195,0.12850850407880596,0.22940871124756196,0.18592857613123911,0.2095369675281109,0.19667504962624704,0.18736949465597014,0.2658809984226066,0.19494749929762453,0.11955932825363776,0.18758906660876487,0.2785705599928877,0.2311460298405016,0.14386597265446485,0.3209486419530437,0.17002506083561242,0.2451803581983188,0.15976976495681108,1.0632277665693348,1.082312557675717,1.0631659243891076,1.0887687733450735,,0.5436089889800996,0.9953906019683032,,8.58,7.54,9.0,7.08
0.1548862419399591,0.19257589106845624,0.20619470865225026,0.2422445731436907,0.23256693563584754,0.2272614988420004,0.24072957006514045,0.24581371934783924,0.20445005848019052,0.14550495363126772,0.236891920915125,0.1882966592823148,0.21539882726575746,0.20666974064478089,0.18600076258974746,0.17814507905033367,0.23337607597340124,0.2820371227491311,0.2412454674531348,0.24857572698301475,0.20149473743715315,0.19561351167499905,0.25590318756253394,0.29121387924943104,0.2273168150353984,0.2148544937591832,0.15395932516678065,0.1252325950528624,0.25966211062162303,0.2047002660809402,0.20949840770239786,0.16824766210020664,1.0220736244966997,1.1171561527070009,1.0860764833561087,1.1574968112833388,0.9781416575228956,0.7354371575453544,1.0319686002716268,,4.94,6.01,6.12,8.06
0.11365041785705822,0.11539950895038865,0.12964846831380067,0.13629580820590328,0.16239980161218234,0.1726765889581781,0.1413661616817217,0.12873756941826042,0.09708050450489797,0.11260243926408385,0.1358568193839774,0.2554403431781051,0.2377291449930107,0.2163842557869498,0.21392172756797384,0.16675096258759542,0.16670503320867294,0.1737818299846957,0.1463462349396805,0.15093255517924373,0.1372882407683569,0.14753658619712626,0.15823725679471007,0.12311477157839358,0.1388511223569997,0.11815169657743715,0.11835635589681807,0.15694356102939486,0.1796096137823347,0.13296972638288074,0.16866949446010376,0.19891192694430293,0.996384985450216,0.999355615667926,1.0038741939246911,1.174798472843244,,0.8312875439600436,1.0862711223156194,,6.96,3.92,7.19,6.05
0.15359962849089198,0.15282682820470594,0.14039146532143024,0.12786491341276696,0.20325655360972245,0.18205564169464056,0.21240276359924126,0.13058591343785436,0.17977358607810798,0.17089341071661907,0.23689781969470075,0.17329986889654042,0.14147555144820326,0.1467273061363558,0.12587050728096386,0.12117910857285905,0.1817035492303254,0.1958333260459372,0.1679544717872907,0.1363550243989104,0.1570947675527182,0.1261922381137947,0.15072580020142606,0.14913678960130727,0.1694833053082167,0.15464812169956352,0.1319690622350145,0.1319916242343991,0.2085718214254409,0.17085433144412673,0.18074935078891372,0.1564555221236093,1.0716412183490616,1.1240490785885,1.0512781860848481,1.119186662059639,,0.5781290798737032,1.2131045245233736,,8.27,3.92,7.0,8.03
0.19535127934821025,0.22861995264545806,0.24234254467394825,0.2576428454469586,0.2426919471166209,0.2446637072612876,0.26627120082587896,0.2697925564909299,0.1911079150833942,0.15959322953957392,0.2733895452145049,0.1830959013332185,0.17718519748280698,0.15135353181914266,0.1470108966009366,0.1745589989097334,0.2523876199685953,0.2740116229874693,0.13653880957508635,0.224138685154746,0.1584827450365765,0.20949692469408576,0.1509475058881342,0.1384468350284008,0.24589034388177375,0.2591462571547349,0.16577477193378926,0.15474961656956254,0.32144550223196305,0.16149164109505595,0.26115686932507376,0.12652736618010896,1.0656179758929734,1.0010523605606712,0.9342306213282686,,,1.0905688504269602,0.9847229755392506,,7.44,3.73,7.08,7.04
0.18960516395766314,0.20427983257539256,0.20364375036191645,0.22274767953392668,0.2368236437403763,0.2025156857551982,0.1652618069590072,0.2481321893920936,0.19196139764328954,0.18179807190383904,0.21454409962494395,0.2220000180080215,0.1808256586931608,0.1678305225548632,0.1665192665549001,0.13701063670318414,0.23636660146399466,0.2242842812652788,0.2431204197354227,0.19239571576451345,0.19716099160152065,0.2176053726966155,0.22046925617854127,0.18584132660134975,0.2373903951955101,0.1952359657079934,0.2145503051838265,0.14858780043742773,0.21884938317132044,0.1919267292461949,0.17850308650305555,0.1726777007874511,0.9516521124685942,0.9264746907614811,0.994803797093121,1.0279946104096969,,0.8479796777277552,1.0034633183557269,,7.32,2.55,6.32,5.87
0.19204000283482167,0.2840952232388016,0.3090223946493685,0.26581559675803995,0.2823246572847119,0.2897604946393337,0.33490481350715,0.331160337380273,0.2173642764135781,0.18287629153521665,0.3291889534989571,0.1564581466427342,0.1245138422494274,0.1100563918010282,0.14842831629923722,0.142323577842723,0.257529633441175,0.29005570216548404,0.17671504392825124,0.22324962331430487,0.17197945003251058,0.2396078330914231,0.17860731634969035,0.13804329586602934,0.2830884402449959,0.35504223348682096,0.2402601645285416,0.14595062894550226,0.3606278972923169,0.16209425781012934,0.29534706589089343,0.17474798630679966,1.0149025316319682,1.0659540228133024,1.1137175874665668,1.2046750447878145,0.9993632952771411,0.7621090929489732,1.1888690708015497,,4.04,3.29,3.62,5.99
0.2710891901405859,0.3185867408246683,0.3510954391132069,0.28963493353458786,0.2857554025119312,0.3350880641044256,0.3404225069169231,0.4101786596924073,0.2506539971704807,0.22493942394686486,0.3735557280425684,0.1609469630691543,0.24052792688489785,0.16269391434209085,0.1540912859596943,0.2208708351458832,0.2788685809566773,0.2623092345482239,0.1766294868155809,0.23427052282277894,0.2260469090148981,0.20242426835290386,0.18936665277541087,0.1614863250154697,0.3549027302062005,0.3467603260232565,0.16129588911819756,0.1564155265653057,0.3961054493734427,0.189213932795731,0.3275238482797573,0.16391261933911608,1.052275354550351,1.0234097424805606,1.096597817134478,1.1307376798908175,0.8425945651194297,0.8812022767850359,0.927014808602905,,1.99,4.86,2.04,7.09
